evidence_id,source_name,target_name,interaction_type,doi,chunk_id,section,pmid,compared_property,reported_value,claim_status,category,corresponding_sentence
e9f78797ffd9,jackfruit seed protein isolate,emulsification activity,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_abstract1,abstract,10-1080_19476337-2017-1301554,,127%,observed,treatment_property_change,"El contenido de proteína, la capacidad de absorción de agua, la capacidad de absorción de aceite y la concentración mínima de gelación del aislado proteínico fueron 952,1 g/kg (base seca), 6,42 ml agua/g proteína, 6,07 ml aceite/g proteína y 9% (a pH 6), respectivamente, mientras que los valores más grandes de solubilidad de proteína, actividad emulsificante, estabilidad de la emulsión, capa-cidad espumante y estabilidad espumante fueron 94,4%, 127%, 127%, 254% y 164%, respectiva-mente, los cuales dependieron del pH."
6ed4826ac52b,jackfruit seed protein isolate,emulsion stability,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_abstract1,abstract,10-1080_19476337-2017-1301554,,127%,observed,treatment_property_change,"El contenido de proteína, la capacidad de absorción de agua, la capacidad de absorción de aceite y la concentración mínima de gelación del aislado proteínico fueron 952,1 g/kg (base seca), 6,42 ml agua/g proteína, 6,07 ml aceite/g proteína y 9% (a pH 6), respectivamente, mientras que los valores más grandes de solubilidad de proteína, actividad emulsificante, estabilidad de la emulsión, capa-cidad espumante y estabilidad espumante fueron 94,4%, 127%, 127%, 254% y 164%, respectiva-mente, los cuales dependieron del pH."
0a34787b2a8f,jackfruit seed protein isolate,foaming capacity,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_abstract1,abstract,10-1080_19476337-2017-1301554,,254%,observed,treatment_property_change,"El contenido de proteína, la capacidad de absorción de agua, la capacidad de absorción de aceite y la concentración mínima de gelación del aislado proteínico fueron 952,1 g/kg (base seca), 6,42 ml agua/g proteína, 6,07 ml aceite/g proteína y 9% (a pH 6), respectivamente, mientras que los valores más grandes de solubilidad de proteína, actividad emulsificante, estabilidad de la emulsión, capa-cidad espumante y estabilidad espumante fueron 94,4%, 127%, 127%, 254% y 164%, respectiva-mente, los cuales dependieron del pH."
4dcd71ef9f6d,jackfruit seed protein isolate,foam stability,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_abstract1,abstract,10-1080_19476337-2017-1301554,,164%,observed,treatment_property_change,"El contenido de proteína, la capacidad de absorción de agua, la capacidad de absorción de aceite y la concentración mínima de gelación del aislado proteínico fueron 952,1 g/kg (base seca), 6,42 ml agua/g proteína, 6,07 ml aceite/g proteína y 9% (a pH 6), respectivamente, mientras que los valores más grandes de solubilidad de proteína, actividad emulsificante, estabilidad de la emulsión, capa-cidad espumante y estabilidad espumante fueron 94,4%, 127%, 127%, 254% y 164%, respectiva-mente, los cuales dependieron del pH."
b0aba8d8725e,jackfruit seed protein isolate,predicted protein efficiency ratio,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_abstract1,abstract,10-1080_19476337-2017-1301554,,2.36,observed,treatment_property_change,"El valor predicho de la relación de eficiencia proteínica del aislado proteínico fue 2,36."
8eb4a5daa32b,ultrasonication,protein content,INCREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion1,results_discussion,10-1080_19476337-2017-1301554,,952.1 g/kg (dry basis); 12.77% increase,observed,treatment_property_change,"Conversely, the protein composition of jackfruit seed protein isolate (JSPI) and of JPIU was 844.3 and 952.1 g/kg (as dry basis), respectively, which indicates the beneficial effect of ultrasound treatment on the protein concentration: an increases of 12.77%."
cf07b44e1c01,pH adjustment during protein extraction,protein solubility,INCREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion1,results_discussion,10-1080_19476337-2017-1301554,,80%,observed,treatment_property_change,"According to the results, the maximal protein solubility was 80% at pH 12 and the minimal protein solubility was 19.4% at pH 4, which was considered to be the isoelectric point."
696890e10860,pH adjustment during protein extraction,protein solubility,DECREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion1,results_discussion,10-1080_19476337-2017-1301554,,19.4%,observed,treatment_property_change,"According to the results, the maximal protein solubility was 80% at pH 12 and the minimal protein solubility was 19.4% at pH 4, which was considered to be the isoelectric point."
292a37b410b1,jackfruit seed protein isolate treated with ultrasound,water absorption capacity,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion1,results_discussion,10-1080_19476337-2017-1301554,,6.46 ml water/g protein,observed,treatment_property_change,"The JPIU in this study had a water absorption capacity of 6.46 ml water/g protein (Table 4), which is greater than the values of 3.22 ml water/g protein, 3.57 ml water/g protein and 3.13 ml water/g protein of physic nut protein isolate (Saetae et al., 2011) and watermelon seed protein isolates from Sugar baby and Mateera varieties, respectively (Wani et al., 2011)."
a9e86e15d3e7,jackfruit seed protein isolate treated with ultrasound,protein solubility,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion1,results_discussion,10-1080_19476337-2017-1301554,,5.2%,observed,treatment_property_change,"The minimum protein solubility was observed at pH 4 (5.2%), which indicates the isoelectric point of the protein; at pH 7 and 11, 44.0% and 94.4% of the protein were soluble."
9777331f6281,jackfruit seed protein isolate treated with ultrasound,protein solubility,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion1,results_discussion,10-1080_19476337-2017-1301554,,44.0%,observed,treatment_property_change,"The minimum protein solubility was observed at pH 4 (5.2%), which indicates the isoelectric point of the protein; at pH 7 and 11, 44.0% and 94.4% of the protein were soluble."
e56eac418988,jackfruit seed protein isolate treated with ultrasound,protein solubility,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion1,results_discussion,10-1080_19476337-2017-1301554,,94.4%,observed,treatment_property_change,"The minimum protein solubility was observed at pH 4 (5.2%), which indicates the isoelectric point of the protein; at pH 7 and 11, 44.0% and 94.4% of the protein were soluble."
235036c546eb,jackfruit seed protein isolate,oil absorption capacity,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,6.07 ml oil/g protein,observed,treatment_property_change,"The oil absorption capacity of JPIU was 6.07 ml oil/g protein (Table 4), which is greater than the values of 1.86 ml oil/g protein for physic nut protein isolate (Saetae et al., 2011), 2.37 ml oil/g protein and 2.49 ml oil/g protein for watermelon seed protein isolates from Sugar baby and Mateera varieties (Seena & Sridhar, 2005), 3.2 ml oil/g protein for guava seed protein isolate (Bernardino Nicanor et al., 2001) and 4.04 ml oil/g protein for tomato seed protein isolate (Liadakis et al., 1998)."
1283ac8af845,jackfruit seed protein isolate,emulsification activity,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,32.36 ml oil/g protein,observed,treatment_property_change,JPIU had an emulsifying capacity of 32.36 ml oil/g protein (Table 4).
39e92e61b9dc,pH adjustment,gelation concentration,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,9%,observed,treatment_property_change,The least or lowest gelation concentration of proteins from JPIU was 9% at pH 6 (Figure 4).
0dfcc5ea272c,pH adjustment,foaming capacity,DECREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,13–42%,observed,treatment_property_change,"The foam capacity was found to be low in the range of pH 4.0–6.0 with values of 13–42%, and the lowest value was at pH 4."
13a4dc9f4746,pH adjustment,foaming capacity,INCREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,254%,observed,treatment_property_change,The foam capacity of the protein isolate increased when subject to basic pH conditions and reached a maximum at pH 10 (254%).
9cade05828a1,pH adjustment,foam stability,EXHIBITED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,164%,observed,treatment_property_change,"The maximum foaming capacity (254%) and FS (164%) were observed at pH 10, whereas the minimum foaming capacity (13%) and FS (68%) occurred at pH 4 and 8, respectively."
8eb43e760d33,pH adjustment,foaming capacity,DECREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,13%,observed,treatment_property_change,"The maximum foaming capacity (254%) and FS (164%) were observed at pH 10, whereas the minimum foaming capacity (13%) and FS (68%) occurred at pH 4 and 8, respectively."
0c36ff2b2387,pH adjustment,foam stability,DECREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,68%,observed,treatment_property_change,"The maximum foaming capacity (254%) and FS (164%) were observed at pH 10, whereas the minimum foaming capacity (13%) and FS (68%) occurred at pH 4 and 8, respectively."
0e9fc35013d8,pH adjustment,emulsification activity,DECREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,,observed,treatment_property_change,"In our study, the lowest values of the EA and the emulsion stability occurred at pH 4 and 2, respectively, which can be attributed to the low solubility of proteins at these pH values."
5f6319a1c77c,pH adjustment,emulsion stability,DECREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,,observed,treatment_property_change,"In our study, the lowest values of the EA and the emulsion stability occurred at pH 4 and 2, respectively, which can be attributed to the low solubility of proteins at these pH values."
8ff70d51c6f2,pH adjustment,emulsification activity,INCREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,127%,observed,treatment_property_change,"Conversely, the EA (127%) and emulsion stability (127%) for JPIU were greater at pH 10 and 4–10, respectively, whereas the higher EA and emulsion stability for tomato seed protein isolate were 36.4% and 34.9%, respectively (Liadakis et al., 1998)."
6e762a6e2da0,pH adjustment,emulsion stability,INCREASED,10-1080_19476337-2017-1301554,10-1080_19476337-2017-1301554_results_discussion2,results_discussion,10-1080_19476337-2017-1301554,,127%,observed,treatment_property_change,"Conversely, the EA (127%) and emulsion stability (127%) for JPIU were greater at pH 10 and 4–10, respectively, whereas the higher EA and emulsion stability for tomato seed protein isolate were 36.4% and 34.9%, respectively (Liadakis et al., 1998)."
e1e4ace849af,water extraction,water-soluble protein,NO_SIGNIFICANT_CHANGE,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,,observed,treatment_property_change,"During the extraction, no water- or ethanol-soluble protein was found."
a02b5f24c4ce,ethanol extraction,ethanol-soluble protein,NO_SIGNIFICANT_CHANGE,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,,observed,treatment_property_change,"During the extraction, no water- or ethanol-soluble protein was found."
16b421501ba8,alkaline extraction,protein yield,EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,63.4%,observed,treatment_property_change,The highest protein yield (63.4%) was obtained with KOH at 55 °C.
d2bdffb2e38f,fat content,solubility,DECREASED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,,observed,treatment_property_change,Fat content negatively affected the protein solubility.
5dd1934f36a5,fat content,protein purity,DECREASED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,99.9%,observed,treatment_property_change,The highest protein purity (99.9%) was obtained with 6% of fat content and the lowest one with 19% of fat content.
36652d988fb4,Glandless cottonseed meal protein,denaturation temperature,EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,61.4-63.6 °C,observed,treatment_property_change,The results showed a denaturation temperature of GCSM protein ranging from 61.4 to 63.6 °C.
c5ae387e9fc5,Glandless cottonseed meal protein,microglobular protein structure,EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,,observed,treatment_property_change,Scanning electron microscopy reveals a microglobular protein structure.
d715122c3c39,Glandless cottonseed meal protein,soy protein,UNDERPERFORMED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,water-holding capacity,,observed,protein_protein_comparison,GCSM protein isolate showed lower (P < 0.05) water-holding and oil-holding capacity but similar gelation properties as soy protein.
dd1bc389d2b5,Glandless cottonseed meal protein,soy protein,UNDERPERFORMED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,oil-holding capacity,,observed,protein_protein_comparison,GCSM protein isolate showed lower (P < 0.05) water-holding and oil-holding capacity but similar gelation properties as soy protein.
ea373663d210,Glandless cottonseed meal protein,soy protein,EQUIVALENT_TO,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,gelation properties,,observed,protein_protein_comparison,GCSM protein isolate showed lower (P < 0.05) water-holding and oil-holding capacity but similar gelation properties as soy protein.
856613313c4d,Glandless cottonseed meal protein,foaming capacity,EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,,observed,treatment_property_change,GCSM protein shows a high foaming capacity at high pH values and high emulsion stability.
e5d79ccbfa80,Glandless cottonseed meal protein,emulsion stability,EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_abstract1,abstract,10-1111_1750-3841-14770,,,observed,treatment_property_change,GCSM protein shows a high foaming capacity at high pH values and high emulsion stability.
6369352b7f3e,potassium hydroxide extraction,"protein bands with molecular weights of 28,973, 25,915, 23,180, 16,589, 14,839, and 13,273 Da",EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,"28,973, 25,915, 23,180, 16,589, 14,839, and 13,273 Da",observed,treatment_property_change,"Besides the two dimmers (56,564 and 53,497 Da), other protein bands were observed in the protein fraction extracted with KOH, speciﬁcally three protein bands with molecular weights of 28,973, 25,915, and 23,180 Da."
ff7e785c5398,potassium hydroxide extraction,low molecular weight proteins,EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,"16,589, 14,839, and 13,273 Da",observed,treatment_property_change,"The KOH-soluble proteins also show three low molecular weight proteins (16,589, 14,839, and 13,273 Da)."
28eab528eedf,potassium hydroxide extraction,protein yield,INCREASED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,63.4%,observed,treatment_property_change,The highest protein yield (63.4%) was obtained with KOH at 55 °C.
396ecbf8c982,potassium hydroxide extraction,isoelectric point,EXHIBITED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,pI = 5.1,observed,treatment_property_change,The extracted GCSM protein soluble in KOH has an isoelectric point of pI = 5.1 (Figure 3).
1cb406559286,stepwise water/potassium hydroxide extraction,protein solubility,INCREASED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,,observed,treatment_property_change,Stepwise extraction with water/KOH or NaCl/KOH increased protein solubility.
6cc8bccfc111,stepwise NaCl/potassium hydroxide extraction,protein solubility,INCREASED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,,observed,treatment_property_change,Stepwise extraction with water/KOH or NaCl/KOH increased protein solubility.
2bb884a9a68b,increased fat content,protein purity,DECREASED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,,observed,treatment_property_change,"The results indicate a decrease in protein purity in the concentrates and isolates, as fat content in the GCSM increases."
57e955837d3c,potassium hydroxide extraction,NaCl extraction,EQUIVALENT_TO,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,amino acid concentration,,observed,treatment_treatment_comparison,"Proteins extracted with salt solution and KOH have similar amino acid concentration, and there is no significant difference (P > 0.05)."
8a31589e4a49,protein extraction,denaturation temperature,NO_SIGNIFICANT_CHANGE,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,,observed,treatment_property_change,The protein extraction method did not affect the denaturation temperature of the GCSM protein.
d6a758c26e98,NaCl extraction,enthalpy,INCREASED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,,observed,treatment_property_change,"Although the salt-soluble protein showed comparable denaturation temperature than the water and KOH-soluble proteins, the enthalpy of the NaCl-soluble proteins is higher (P < 0.05), indicating a more stable structure when extracted with NaCl."
eb5ba40fc47e,Glandless cottonseed meal protein,protein-fat agglomeration,INDUCED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion1,results_discussion,10-1111_1750-3841-14770,,,observed,treatment_property_change,"The results show a strong protein–fat agglomeration, probably in the form of microcapsules, where proteins encapsulate the fat particles, as evident also in the confocal ﬂuorescence images."
3992738227af,Glandless cottonseed meal protein,commercial soy protein,UNDERPERFORMED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,water-holding capacity,,observed,commercial_protein_comparison,GCSM protein had a lower (P < 0.05) WHC and OHC than the commercial soy protein.
5dfea5701daa,Glandless cottonseed meal protein,commercial soy protein,UNDERPERFORMED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,oil-holding capacity,,observed,commercial_protein_comparison,GCSM protein had a lower (P < 0.05) WHC and OHC than the commercial soy protein.
f3c8cf8a606a,Glandless cottonseed meal protein,soy protein,UNDERPERFORMED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,foam capacity,,observed,protein_protein_comparison,"GCSM had a lower (P < 0.05) FC than soy protein at pH values of 2 to 10, but there were no differences (P > 0.05) at pH 1 and 11."
1468489a0204,Glandless cottonseed meal protein,soy protein,EQUIVALENT_TO,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,foam capacity,,observed,protein_protein_comparison,"GCSM had a lower (P < 0.05) FC than soy protein at pH values of 2 to 10, but there were no differences (P > 0.05) at pH 1 and 11."
a000e2eb1fe8,Glandless cottonseed meal protein,soy protein,EQUIVALENT_TO,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,foam capacity,,observed,protein_protein_comparison,"GCSM had a lower (P < 0.05) FC than soy protein at pH values of 2 to 10, but there were no differences (P > 0.05) at pH 1 and 11."
888e79c4cd77,Glandless cottonseed meal protein,soy protein,EQUIVALENT_TO,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,least gelation concentration,,observed,protein_protein_comparison,Soy and GCSM both performed equally in this testing.
e9ed216cf3eb,Glandless cottonseed meal protein,gel formation,INDUCED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,,14% protein concentration,observed,treatment_property_change,"With a 14% protein concentration, both soy and GCSM proteins formed a gel."
ea6842f8e261,soy protein,gel formation,INDUCED,10-1111_1750-3841-14770,10-1111_1750-3841-14770_results_discussion2,results_discussion,10-1111_1750-3841-14770,,14% protein concentration,observed,treatment_property_change,"With a 14% protein concentration, both soy and GCSM proteins formed a gel."
acdf4829cb90,"hemp seed protein isolates from commercial hemp cultivars, a Cornell breeding line, and a commercial hemp heart product",water holding capacity,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_abstract1,abstract,10-1111_1750-3841-16467,,0.83–1.05 g water/g protein isolate,observed,cultivar_genotype_comparison,"Significant differences in water holding capacity (0.83–1.05 g water/g protein isolate), oil holding capacity (1.28–1.81 g oil/g protein isolate), foam capacity (52.9%–84.9%), and foam stability (68.1%–89.4%) were observed across HPI."
0eecef40a5a8,"hemp seed protein isolates from commercial hemp cultivars, a Cornell breeding line, and a commercial hemp heart product",oil holding capacity,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_abstract1,abstract,10-1111_1750-3841-16467,,1.28–1.81 g oil/g protein isolate,observed,cultivar_genotype_comparison,"Significant differences in water holding capacity (0.83–1.05 g water/g protein isolate), oil holding capacity (1.28–1.81 g oil/g protein isolate), foam capacity (52.9%–84.9%), and foam stability (68.1%–89.4%) were observed across HPI."
568f79f2c304,"hemp seed protein isolates from commercial hemp cultivars, a Cornell breeding line, and a commercial hemp heart product",foaming capacity,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_abstract1,abstract,10-1111_1750-3841-16467,,52.9%–84.9%,observed,cultivar_genotype_comparison,"Significant differences in water holding capacity (0.83–1.05 g water/g protein isolate), oil holding capacity (1.28–1.81 g oil/g protein isolate), foam capacity (52.9%–84.9%), and foam stability (68.1%–89.4%) were observed across HPI."
ddc1ef091886,"hemp seed protein isolates from commercial hemp cultivars, a Cornell breeding line, and a commercial hemp heart product",foam stability,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_abstract1,abstract,10-1111_1750-3841-16467,,68.1%–89.4%,observed,cultivar_genotype_comparison,"Significant differences in water holding capacity (0.83–1.05 g water/g protein isolate), oil holding capacity (1.28–1.81 g oil/g protein isolate), foam capacity (52.9%–84.9%), and foam stability (68.1%–89.4%) were observed across HPI."
047257b41498,Cornell hemp breeding line,hemp seed protein isolates from other tested hemp cultivars and products,OUTPERFORMED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_abstract1,abstract,10-1111_1750-3841-16467,protein solubility,,observed,cultivar_genotype_comparison,The Cornell hemp breeding line exhibited the highest protein solubility at pH 7.0 and was uniquely capable of forming an emulsion.
f1b15cf81ba4,Cornell hemp breeding line,emulsification properties,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_abstract1,abstract,10-1111_1750-3841-16467,,,observed,cultivar_genotype_comparison,The Cornell hemp breeding line exhibited the highest protein solubility at pH 7.0 and was uniquely capable of forming an emulsion.
0745d2ab286b,alkaline extraction with isoelectric precipitation,protein purity,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,>96%,observed,treatment_property_change,"Following alkaline extraction-isoelectric precipitation, the generated HPI exhibited high protein purity >96%."
a6cb922f1da4,hemp seed cultivar G,solubility,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,17.50%,observed,cultivar_genotype_comparison,"At pH 7.0, samples G and L displayed greater solubility, 17.50% and 14.50%, respectively, while the other HPI had lower solubility."
888c9ea6bbd0,hemp seed cultivar L,solubility,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,14.50%,observed,cultivar_genotype_comparison,"At pH 7.0, samples G and L displayed greater solubility, 17.50% and 14.50%, respectively, while the other HPI had lower solubility."
f68a9ee4aef9,pH adjustment,solubility,DECREASED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,,observed,treatment_property_change,"For example, protein solubility of most HPI samples reduced when pH increased from 6.0 to 7.0."
977a87c6bafd,pH adjustment,zeta potential,DECREASED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,∼−20 to −34 mV,observed,treatment_property_change,"In general, the lowest zeta-potential values were observed at a pH of 10.0 (∼−20 to −34 mV), and the greatest values were observed at a pH of 3.0 or 4.0 (∼+13 to +22 mV)."
cc6fb0a6a8f0,pH adjustment,zeta potential,INCREASED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,∼+13 to +22 mV,observed,treatment_property_change,"In general, the lowest zeta-potential values were observed at a pH of 10.0 (∼−20 to −34 mV), and the greatest values were observed at a pH of 3.0 or 4.0 (∼+13 to +22 mV)."
8b5183050890,hemp protein isolates,isoelectric point,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,pH 5.6-5.7,observed,treatment_property_change,"Most HPI exhibited isoelectric points between pH 5.6 and 5.7, but the range spanned 5.50 in G up to 5.94 in C."
4e6de9ecf4cf,hemp protein isolates,water holding capacity,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,0.83-1.05 g water/g isolate,observed,treatment_property_change,"WHC for the protein isolates ranged between 0.83 and 1.05 g water/g isolate, with sample A exhibiting the greatest capacity to retain water and sample L the lowest."
8e7a052ac0db,hemp seed cultivar P,hemp protein isolate from cultivar M,OUTPERFORMED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,oil holding capacity,41% greater,observed,cultivar_genotype_comparison,"OHC spanned an even wider range from 1.28 to 1.81 g corn oil/g isolate, with sample P displaying 41% greater OHC over sample M."
c4381d32dfb4,hemp seed cultivar G,foaming capacity,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,80.4%,observed,cultivar_genotype_comparison,"Foam capacity ranged from 52.9% for sample P up to 80.4% and 84.9% for samples G and L, respectively."
41f066fc3e9a,hemp seed cultivar L,foaming capacity,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,84.9%,observed,cultivar_genotype_comparison,"Foam capacity ranged from 52.9% for sample P up to 80.4% and 84.9% for samples G and L, respectively."
eab195dc5ac3,hemp protein isolates,foam stability,EXHIBITED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion1,results_discussion,10-1111_1750-3841-16467,,68.1-89.4% of original foam volume after 30 min,observed,treatment_property_change,"The resulting foams were generally stable, retaining between 68.1% and 89.4% of the original foam volume after 30 min."
b64af47b97b1,edestin proportion,solubility,DECREASED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion2,results_discussion,10-1111_1750-3841-16467,,,observed,protein_fraction,The proportion of edestin was also inversely correlated with protein solubility at pH 4.0−7.0.
4cc0e936a9df,high edestin concentration,foaming capacity,DECREASED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion2,results_discussion,10-1111_1750-3841-16467,,,observed,protein_fraction,"Foam capacity and EAI were also negatively associated with high edestin concentrations, which may be partially explained by the low solubility of edestin-rich protein isolates at pH 7.0."
3980ed78bcdd,high edestin concentration,emulsifying activity index,DECREASED,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion2,results_discussion,10-1111_1750-3841-16467,,,observed,protein_fraction,"Foam capacity and EAI were also negatively associated with high edestin concentrations, which may be partially explained by the low solubility of edestin-rich protein isolates at pH 7.0."
89884abf0f9a,hemp protein isolate samples,emulsifying activity index,NO_SIGNIFICANT_CHANGE,10-1111_1750-3841-16467,10-1111_1750-3841-16467_results_discussion2,results_discussion,10-1111_1750-3841-16467,,1.1-1.7 m2/g,observed,treatment_property_change,"EAI for most protein isolates was between 1.1 and 1.7 m2/g with no statistically significant differences among samples, other than sample G, which exhibited twice the emulsifying activity at 3.5 m2/g."
