evidence_id,source_name,target_name,interaction_type,doi,chunk_id,section,pmid,compared_property,reported_value,claim_status,corresponding_sentence
f81cd08a30f1,grinding,frequency dependence,DECREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"The value of n0 significantly reduced after grinding, and the change in G0 with angular frequency decreased; therefore, it was inferred that the frequency dependence of the gels reduced."
32b43bd32746,grinding,viscosity,INCREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,Grinding significantly improved the viscosity of the gels (Fig. 2b).
86917ef937c7,grinding,viscosity coefficient (K),INCREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"The K value (viscosity coefficient) significantly increased, and the n value (rheological index) decreased after grinding."
9856e728e14b,grinding,rheological index (n),DECREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"The K value (viscosity coefficient) significantly increased, and the n value (rheological index) decreased after grinding."
2dd0529d810d,grinding,particle size,DECREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"Grinding could cause the PPI particle size to be reduced and evenly distributed; therefore, the solubility increased."
7c25b2a19b5d,grinding,solubility,INCREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"Grinding could cause the PPI particle size to be reduced and evenly distributed; therefore, the solubility increased."
d68c3a2158a0,grinding,strain value,DECREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"The increase in the strain value slowed down with the grinding time after approximately 150 s, which indicated that the sample deformation was mainly a viscous flow after 150 s (Laura & Clara, 2008)."
1c633ed73ad7,grinding,strain,DECREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"The gels made of PPI ground for 15 min had the smallest strain, the strongest resistance and the greatest hardness."
59dd8ebb8789,grinding,resistance,INCREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"The gels made of PPI ground for 15 min had the smallest strain, the strongest resistance and the greatest hardness."
04ac58172787,grinding,hardness,INCREASED,10-1111_ijfs-14969,10-1111_ijfs-14969_methods2,methods,10-1111_ijfs-14969,,,observed,"The gels made of PPI ground for 15 min had the smallest strain, the strongest resistance and the greatest hardness."
549577b60462,pea protein emulsion,particle size,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_methods1,methods,10-1111_ijfs-15446,,,observed,The droplet size of the PPI-stabilised emulsion progressively increased with the increase in oil-weight fractions (Fig. 2).
aa9f6a98a95e,pea protein emulsion,zeta potential,DECREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_methods1,methods,10-1111_ijfs-15446,,−42.5 to −22.0 mV,observed,The zeta potential decreased from 42.5 to 22.0 mV as the oil-weight fractions increased from 30% to 50%.
b1cf507f7d9d,pea protein emulsion,particle size,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_methods1,methods,10-1111_ijfs-15446,,,observed,"Compared with the emulsion stored at 4 °C for 0 h, the droplet size of the PPI emulsion stored at 4 °C for 48 h was increased (Fig. 2)."
a3d34961c26c,oil-weight fraction,zeta potential,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,−36.8 to −42.5 mV,observed,The zeta potential gradually increased from 36.8 to 42.5 mV
325a420cae0e,storage,particle size,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,280 to 290 nm,observed,"fractions increased slightly from 280 to 290 nm, while the droplet size of emulsion with 50% oil-weight frac- tions increased from 620 nm to 667 nm after storing 48 h."
03c10b420950,storage,particle size,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,620 to 667 nm,observed,"fractions increased slightly from 280 to 290 nm, while the droplet size of emulsion with 50% oil-weight frac- tions increased from 620 nm to 667 nm after storing 48 h."
6e9e28488961,oil-weight fraction,storage modulus,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,"For both the G’ and G"" values of PPI emulsions gradually raised with the increase of φ, which also indicates that the oil-weight fractions play a signiﬁcant role in the viscoelasticity of the emulsion."
b3a5e751b9a2,oil-weight fraction,loss modulus (G″),INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,"For both the G’ and G"" values of PPI emulsions gradually raised with the increase of φ, which also indicates that the oil-weight fractions play a signiﬁcant role in the viscoelasticity of the emulsion."
25a53fdb24ac,oil-weight fraction,gel-like network structure,INDUCED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,These results illustrated that a gel-like network struc- ture appeared at a high oil-weight fraction.
d3adac583c07,oil-weight fraction,storage modulus,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,"Furthermore, the G’ value of PPI emulsion gel gradually increased as the oil-weight frac- tions increased, which may be attributed to the increase in covalent cross-linking by proteins between droplets."
3b02c8b761a2,oil-weight fraction,storage modulus,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,"As shown in Figure S1, the G’ value of PPI emulsion gel progressively raised with the increase of φ from 20% to 50%."
228a7238fe0d,oil-weight fraction,water holding capacity,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,12% to 62%,observed,"The WHC of the PPI-stabilised emulsion gels (37 °C, 6 h) markedly raised from 12% to 62% as the increase in the oil-weight fractions from 20% to 50%, which is particularly associ- ated with the tight microstructure and gel strength of emulsion gel network."
2315a4ec0ef2,oil-weight fraction,water holding capacity,INCREASED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,"The WHC gradually increases with the increase in oil-weight fractions, which may be due to the enhancement of emulsion gel strength and compact structure."
7cd4d477641e,storage,water holding capacity,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,"As shown in Figure S2, a slight improvement but insigniﬁcant in the WHC of the PPI- stabilised emulsion gels by further storing at 4 °C for 8 h with the oil-weight fractions of 50% (P > 0.05)."
2c23c600ef5e,oil-weight fraction,coalescence,INDUCED,10-1111_ijfs-15446,10-1111_ijfs-15446_results_discussion1,results_discussion,10-1111_ijfs-15446,,,observed,This result indicates that coalescence occurred during the formation of the gel.
9390a6eb8f9a,prolamin from distiller’s grains,solubility,EXHIBITED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,lowest at pH 4.0,observed,The prolamin showed the lowest solubility at pH 4.0 and higher solubility in alkaline condition than in acidic condition.
113ab88d1a19,prolamin from distiller’s grains,alpha-helix content,EXHIBITED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,53.0 ± 2.0%,observed,"The CD spectra of prolamin and zein presented similarly and the relative α-helix content is 53.0 ± 2.0% and 51.5 ± 1.0%, respectively."
e447041b09c9,prolamin from distiller’s grains,denaturation temperature,EXHIBITED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,123.47 °C,observed,"As shown in Fig. 2b, the DSC thermogram of prolamin from distiller’s grains exhibited a single thermic response peak corresponding to its denaturation temperature of 123.47 °C with enthalpy change of 21.9 J g−1."
c8478fd61a5b,prolamin from distiller’s grains,enthalpy change,EXHIBITED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,21.9 J g−1,observed,"As shown in Fig. 2b, the DSC thermogram of prolamin from distiller’s grains exhibited a single thermic response peak corresponding to its denaturation temperature of 123.47 °C with enthalpy change of 21.9 J g−1."
34d69fa540d9,prolamin from distiller’s grains,soybean 7S and 11S globulins,OUTPERFORMED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,denaturation temperature,123.47 °C,observed,"Thus, the prolamin from distiller’s grains of Chinese liquor is a highly stable protein with denaturation temperature much higher than that of soy globulin."
726977990791,pepsin hydrolysis,degree of hydrolysis,EXHIBITED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,very low during the whole stage of simulated pepsin digestion,observed,"As shown in Fig. 2c, the prolamin exhibited a very low DH during the whole stage of simulated pepsin digestion."
ece7b50afa37,trypsin hydrolysis,degree of hydrolysis,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,63.87 ± 0.46% after 4 h,observed,"However, the degree of protein hydrolysis increased significantly after trypsin digestion for only half an hour."
6ef98d60147e,trypsin hydrolysis,degree of hydrolysis,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,63.87 ± 0.46% after 4 h,observed,The DH value increased by digestion time and reached 63.87 ± 0.46% after 4 h.
1657b1b66680,pepsin hydrolysis,protein band pattern,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,,observed,"Compared with non-digested control, the protein bands of samples after pepsin digestion for 1 h and 2 h did not change significantly, especially β- and γ-prolamin."
3ea247839e88,trypsin hydrolysis,disappearance of α- and β-prolamin bands,INDUCED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,after 1 h tryptic digestion,observed,"However, the prolamin was digested very rapidly and its main protein bands including α- and β-prolamin were invisible after 1 h tryptic digestion."
ef926f152c7a,temperature,oil holding capacity,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,1.99 ± 0.04% at 30 °C to 2.61 ± 0.03% at 70 °C,observed,The oil-holding capacity (OHC) of prolamin from distiller’s grains increased with the increase of temperature (Fig. 3b).
92050b74c869,prolamin from distiller’s grains,zein,OUTPERFORMED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,oil-holding capacity,1.99 ± 0.04% at 30 °C to 2.61 ± 0.03% at 70 °C,observed,The OHC of the prolamin was higher than that of zein at the same temperature.
cc21649737ee,pH adjustment,emulsification activity,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,,observed,"With the increase of system pH, both the emulsifying ability and emulsion stability (ES) increased, except pH 4."
edd86b4891ad,pH adjustment,emulsion stability,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,,observed,"With the increase of system pH, both the emulsifying ability and emulsion stability (ES) increased, except pH 4."
39e58241f740,temperature,water holding capacity,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,1.11 ± 0.01% at 30 °C to 1.61 ± 0.08% at 70 °C,observed,"The WHC value of the prolamin and zein increased as the temperature ascended from 1.11 ± 0.01% and 1.19 ± 0.02% at 30 °C to 1.61 ± 0.08% and 1.70 ± 0.06% at 70 °C, respectively."
14f611b8a53a,temperature,water holding capacity,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,1.19 ± 0.02% at 30 °C to 1.70 ± 0.06% at 70 °C,observed,"The WHC value of the prolamin and zein increased as the temperature ascended from 1.11 ± 0.01% and 1.19 ± 0.02% at 30 °C to 1.61 ± 0.08% and 1.70 ± 0.06% at 70 °C, respectively."
a9fe883b61dd,pH adjustment,foamability,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,,observed,"Similar to the emulsifying properties, the foamability and foam stability of the prolamin under alkaline conditions were higher than those of acidic conditions."
c6971dfb39a6,pH adjustment,foam stability,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,,observed,"Similar to the emulsifying properties, the foamability and foam stability of the prolamin under alkaline conditions were higher than those of acidic conditions."
e9f49faf1dbf,prolamin film formation,tensile strength,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,,observed,The film of 10% prolamin had a higher tensile strength (TS) than the films of 6% and 8% prolamin (Fig. 4d).
f08d0d5c708d,prolamin film formation,elongation at break,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,,observed,The elongation at break (EB) of the films in this study showed a generally increasing trend with the increase of prolamin content (Fig. 4e).
5dcebcff5bfb,prolamin film formation,light transmittance,DECREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion1,results_discussion,10-1111_ijfs-15831,,44.97 ± 4.48% to 27.87 ± 2.12%,observed,"As shown in Fig. 4a, the light transmittance of the films decreased from 44.97 ± 4.48% to 27.87 ± 2.12% when the prolamin content increased from 6% to 10%."
b3101c201c7c,prolamin films,water absorption,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion2,results_discussion,10-1111_ijfs-15831,,,observed,No signiﬁcant diﬀerence in water absorption was found in ﬁlms with prolamin concentrations from 6% to 10%.
b838254df9b3,prolamin films,water vapor permeability,INCREASED,10-1111_ijfs-15831,10-1111_ijfs-15831_results_discussion2,results_discussion,10-1111_ijfs-15831,,,observed,"However, the WVP results showed an increasing tendency with the increase of prolamin"
943cd895950e,soy protein isolate powder (soy protein isolate D),protein solubility,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion1,results_discussion,10-1111_ijfs-16923,,18.2% at pH 7.0,observed,"The protein solubility varied widely (Table 2), with the lowest solubility shown by SPI D (18.2%, pH 7.0), and the highest by SPI E (78%, pH 9.0)."
584acae5de7e,soy protein isolate powder (soy protein isolate E),protein solubility,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion1,results_discussion,10-1111_ijfs-16923,,78% at pH 9.0,observed,"The protein solubility varied widely (Table 2), with the lowest solubility shown by SPI D (18.2%, pH 7.0), and the highest by SPI E (78%, pH 9.0)."
97a337faa3ca,soy protein powder,protein dispersibility index,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion1,results_discussion,10-1111_ijfs-16923,,34.0-83.6%,observed,The PDI of the samples with no pH adjustment ranged from 34.0 to 83.6% and was consistently higher than the protein solubility at either pH 7.0 or pH 9.0 (Table 2).
389a9f08ad50,pH adjustment,zeta potential,DECREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion1,results_discussion,10-1111_ijfs-16923,,,observed,"A shift towards pH 9.0 led to a further decrease in zeta potential for all samples, yet to a different extent."
503f5df15d3b,soy protein isolate powder (soy protein isolate C),zeta potential,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion1,results_discussion,10-1111_ijfs-16923,,1.76-fold decline,observed,"The greatest decline was recorded for SPI C (1.76-fold), whereas SPI A and SPI B the decrease was slight (1.03-fold)."
b1fbdd483507,soy protein isolate powder (soy protein isolate A),zeta potential,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion1,results_discussion,10-1111_ijfs-16923,,1.03-fold decline,observed,"The greatest decline was recorded for SPI C (1.76-fold), whereas SPI A and SPI B the decrease was slight (1.03-fold)."
8313dfa6c669,soy protein isolate powder (soy protein isolate B),zeta potential,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion1,results_discussion,10-1111_ijfs-16923,,1.03-fold decline,observed,"The greatest decline was recorded for SPI C (1.76-fold), whereas SPI A and SPI B the decrease was slight (1.03-fold)."
d9bdf17b1618,pH adjustment,zeta potential,DECREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,,observed,"As seen, the SPI C sample showed the comparably sharpest decline in zeta potential from pH 7.0–9.0."
13abc75ddb00,pH adjustment,solubility,INCREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,around 1.4-fold,observed,"This is in good agreement with its increase in solubility (around 1.4-fold), which was notably higher as compared to its counterparts (Table 2)."
44949e4ca3f1,soy protein isolate sample A,particle size distribution,DECREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,,observed,"Particle size distribution (Ds [3,2], Ds [4,3]) appears significantly (P < 0.05) lower for SPI A and B compared to the other powders."
f094ba717682,soy protein isolate sample B,particle size distribution,DECREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,,observed,"Particle size distribution (Ds [3,2], Ds [4,3]) appears significantly (P < 0.05) lower for SPI A and B compared to the other powders."
a0da731510e6,soy protein isolate sample D,particle size,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,"46.9 μm (Ds [3,2]) and 70.1 μm (Ds [4,3])",observed,"By contrast, both the Ds [3,2] and Ds [4,3] value of SPI D powder was highest with 46.9 μm and 70.1 μm, which, following the above reasoning, would indicate a lower ability to dissolve in water."
dc08be849438,soy protein isolate sample D,protein dispersibility index,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,34.0 ± 0.3,observed,"Its comparably low PDI (34.0 ± 0.3, Table 2) and solubility (18.2 ± 0.6%, pH 7.0) verify this conclusion."
cd0417d1993d,soy protein isolate sample D,solubility,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,18.2 ± 0.6%,observed,"Its comparably low PDI (34.0 ± 0.3, Table 2) and solubility (18.2 ± 0.6%, pH 7.0) verify this conclusion."
1382dc70f8b9,pH adjustment,water holding capacity,DECREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,,observed,"The WHC of SPC and all SPIs was lowest at pH 5.0, which aligns with the trend of the samples’ zeta potential at given pH values (Fig. 2)."
831b340e6108,pH adjustment,water holding capacity,INCREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,,observed,WHC was highest at pH 9.0 for all SPIs (pH 7.0 for SPC).
755a1ee49488,pH adjustment,water holding capacity,INCREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,,observed,WHC was highest at pH 9.0 for all SPIs (pH 7.0 for SPC).
1b20265db510,suspension in water,particle size,INCREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,,observed,"The Dl [3,2] and Dl [4,3] were higher for the hydrated SPIs compared to their dry counterparts, which is shown clearly by the ratio of Dl/s [3,2] and Dl/s [4,3]."
3df374468106,suspension in water,particle size,DECREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,"Dl/s [3,2] ratio of 0.9",observed,"The only decrease in Dl/s [3,2] was for SPC, which had a ratio of 0.9."
07c411d38d6f,pH adjustment,water holding capacity,INCREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,factor 1.21,observed,"Among all samples, SPI C and D had the highest WHC at pH 3.0 and 5.0; however, their WHC at pH 7.0 only increased by factor 1.21 and 1.01 respectively."
f3648d2eb6b9,pH adjustment,water holding capacity,INCREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,factor 1.01,observed,"Among all samples, SPI C and D had the highest WHC at pH 3.0 and 5.0; however, their WHC at pH 7.0 only increased by factor 1.21 and 1.01 respectively."
d3d515cd3f85,soy protein isolate sample E,water holding capacity,EXHIBITED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion2,results_discussion,10-1111_ijfs-16923,,4.29 ± 0.01 g mL−1 at pH 7.0; 5.55 ± 0.08 g mL−1 at pH 9.0,observed,"By contrast, SPI E had the lowest WHC among all samples for pH 3.0 and 5.0 (with 1.89 ± 0.25 g mL−1 and 2.61 ± 0.7 g mL−1), but the highest WHC for pH 7.0 and 9.0 (4.29 ± 0.01 g mL−1 and 5.55 ± 0.08 g mL−1)."
3e3d92c6632b,pH shifting treatment,water holding capacity,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion3,results_discussion,10-1111_ijfs-16923,,,observed,"Interestingly, a shift from pH 7.0 to 9.0 did not lead to a significant increase in WHC, whereas this was the case for solubility."
99771d6ca123,pH shifting treatment,solubility,INCREASED,10-1111_ijfs-16923,10-1111_ijfs-16923_results_discussion3,results_discussion,10-1111_ijfs-16923,,,observed,"Interestingly, a shift from pH 7.0 to 9.0 did not lead to a significant increase in WHC, whereas this was the case for solubility."
c394224de3cc,pH shifting treatment,gelling property,DECREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_intro1,intro,10-1111_ijfs-17242,,,observed,"The SPI, however, lost its transglutaminase (TG)-induced gelling properties after pH-shifting treatment, as we discovered in a subsequent investigation (see below)."
148b80e27515,pH shifting treatment,solubility,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,61.10%,observed,"As shown in Fig. 1a, the solu-bility of SPI was 24.30%, and after pH-shifting treat-ment the solubility increased by over 1.5 times, making the SPIp solubility reaching to 61.10%."
5ecf6197bb22,pH shifting treatment,solubility,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"Same as SPI, the WP solubility also increased after pH-shifting treatment (Fig. 1b)."
ad46c904f3b3,pH shifting treatment,solubility,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"When co-assembled with WP, protein solubilities also increased dramati-cally, and there were no significant differences between varied ratios of SPI/WP (19:1, 15:5, 11:9, S/W)."
a4d7a4ec1be2,Soy protein isolates-Walnut protein co-assembly,solubility,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"When co-assembled with WP, protein solubilities also increased dramati-cally, and there were no significant differences between varied ratios of SPI/WP (19:1, 15:5, 11:9, S/W)."
1c76bf2a9470,pH shifting treatment,solubility,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,71.92%,observed,"The protein solubility increased from 24.30% to 71.92% with an SPI/WP ratio of 15:5, achieving the expected solubilisation of SPI."
9e401009c3cd,pH shifting treatment,surface charge,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"According to Fig. 1c, surface charges of the proteins treated with pH-shifting were significantly (P < 0.05) higher than untreated samples."
297e7d6ed6ab,transglutaminase cross-linking,storage modulus,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"The G0 of SPIp remained unchanged with the addition of TGase, indicating that the SPIp did not gel during the treatment."
f0cd7dec2fd2,transglutaminase cross-linking,gelation,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"The G0 of SPIp remained unchanged with the addition of TGase, indicating that the SPIp did not gel during the treatment."
1cc07b8cfff3,Soy protein isolates-Walnut protein co-assembly,porosity,DECREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,60.33%,observed,"Compared to SPI (72.04% porosity), SWP demonstrated a smaller porosity (60.33%) with pore distribution primarily concentrated below 50 μm (Fig. S1), indicating a denser network structure, possibly attributed to SWP’s superior solubility (Fig. 1b)."
313900b7eebd,Soy protein isolates-Walnut protein co-assembly,water loss rate,DECREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"As shown in Fig. 4, the water loss rate of SPI was higher than that of SWP on different days."
2b2d07a1e609,Soy protein isolates-Walnut protein co-assembly,water holding capacity,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,The denser and tighter microstructure of the SWP gel led to the enhancement of water holding capacity.
83dbdbb9e03c,Soy protein isolates-Walnut protein co-assembly,beta-sheet proportion,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"As shown in Fig. 5b, SWP exhibited a higher proportion of β-sheet and a lower proportion of random coil compared to SPI, indicating that the overall secondary structure of the sample changed upon the co-assembly treatment."
3570ddf7fd04,Soy protein isolates-Walnut protein co-assembly,random coil proportion,DECREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"As shown in Fig. 5b, SWP exhibited a higher proportion of β-sheet and a lower proportion of random coil compared to SPI, indicating that the overall secondary structure of the sample changed upon the co-assembly treatment."
6695afd5a034,Soy protein isolates-Walnut protein co-assembly,hardness,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"There were no signif-icant differences observed in hardness, springiness and cohesiveness between SWP and SPI gels."
c15908557d4b,Soy protein isolates-Walnut protein co-assembly,springiness,NO_SIGNIFICANT_CHANGE,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"There were no signif-icant differences observed in hardness, springiness and cohesiveness between SWP and SPI gels."
8056ab41f634,Soy protein isolates-Walnut protein co-assembly,resilience,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"However, the resilience and cohesiveness of SWP gel were signiﬁ-cantly higher than SPI gel."
75724a3a8638,Soy protein isolates-Walnut protein co-assembly,cohesiveness,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion1,results_discussion,10-1111_ijfs-17242,,,observed,"However, the resilience and cohesiveness of SWP gel were signiﬁ-cantly higher than SPI gel."
0a2060c33b4b,pH shifting treatment,solubility,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion2,results_discussion,10-1111_ijfs-17242,,,observed,"The above results showed that the pH-shifting treatment of co-assembly hybrid SPI and WP not only enhanced the solubility of SPI and solved the dilemma of its low solubility, but also improved the gel properties of SPI, which led to a wider range of applications in gel compounded food products."
cbe51d344000,pH shifting treatment,gel properties,INCREASED,10-1111_ijfs-17242,10-1111_ijfs-17242_results_discussion2,results_discussion,10-1111_ijfs-17242,,,observed,"The above results showed that the pH-shifting treatment of co-assembly hybrid SPI and WP not only enhanced the solubility of SPI and solved the dilemma of its low solubility, but also improved the gel properties of SPI, which led to a wider range of applications in gel compounded food products."
