name,occurrence_count,type_conflict,near_tie,type_conflict_detail,resolution_source,llm_resolved,llm_confidence,llm_rationale
soy protein isolate from genotype SP-7,2,False,False,,,False,,
soy protein isolate gel,2,False,False,,,False,,
soy protein isolate genotypes,3,False,False,,,False,,
"soy protein isolate genotypes SP-1, SP-2, SP-3, and SP-9",1,False,False,,,False,,
"soy protein isolate genotypes SP-1, SP-2, SP-4, and SP-6",1,False,False,,,False,,
"soy protein isolate genotypes SP-1, SP-3, and SP-5",1,False,False,,,False,,
"soy protein isolate genotypes SP-3, SP-7, SP-10, SP-18, and SP-19",1,False,False,,,False,,
soy protein isolate lacking α-subunit,6,False,False,,,False,,
soy protein isolate lacking α′-subunit,11,False,False,,,False,,
soy protein isolate powder (soy protein isolate A),1,False,False,,,False,,
soy protein isolate powder (soy protein isolate B),1,False,False,,,False,,
soy protein isolate powder (soy protein isolate C),1,False,False,,,False,,
soy protein isolate powder (soy protein isolate D),1,False,False,,,False,,
soy protein isolate powder (soy protein isolate E),1,False,False,,,False,,
soy protein isolate sample A,1,False,False,,,False,,
soy protein isolate sample B,1,False,False,,,False,,
soy protein isolate sample D,3,False,False,,,False,,
soy protein isolate sample E,1,False,False,,,False,,
soy protein isolate suspension,2,False,False,,,False,,
"soy protein isolate, soy protein concentrate, and pea protein",1,False,False,,,False,,
soy protein isolate-Fenugreek gum conjugates,1,False,False,,,False,,
soy protein isolate/black protein concentrate complex,21,False,False,,,False,,
soy protein isolate/black protein concentrate particles,1,False,False,,,False,,
soy protein isolates from genotypes with balanced 11S/7S profiles and higher conformational accessibility,2,False,False,,,False,,
soy protein isolate–glucose gel,4,False,False,,,False,,
soy protein isolate–lactose gel,5,False,False,,,False,,
soy protein isolate–sucrose gel,4,False,False,,,False,,
soy protein powder,2,False,False,,,False,,
soy/potato protein isolate complex gel,2,False,False,,,False,,
soybean 7S and 11S globulins,1,False,False,,,False,,
soybean 7S globulin,1,False,False,,,False,,
soybean full fat seed flour,1,False,False,,,False,,
soybean genotype,7,False,False,,,False,,
soybean genotype N14–7017,1,False,False,,,False,,
soybean genotype N16–10044,2,False,False,,,False,,
soybean genotype N16–10075,3,False,False,,,False,,
soybean genotype N16–9124,2,False,False,,,False,,
soybean genotype N16–9211,1,False,False,,,False,,
soybean genotype NC-Raleigh,2,False,False,,,False,,
soybean genotype SP-10,4,False,False,,,False,,
soybean genotype SP-13,2,False,False,,,False,,
soybean genotype SP-16,1,False,False,,,False,,
soybean genotype SP-17,1,False,False,,,False,,
soybean genotype SP-18,3,False,False,,,False,,
soybean genotype SP-19,1,False,False,,,False,,
soybean genotype SP-4,4,False,False,,,False,,
soybean genotype SP-5,2,False,False,,,False,,
soybean genotype SP-7,2,False,False,,,False,,
soybean genotypes SP-4 and SP-5,2,False,False,,,False,,
"soybean genotypes SP-6, SP-7, SP-11, SP-16, and SP-17",1,False,False,,,False,,
soybean genotypes SP-7 and SP-17,1,False,False,,,False,,
soybean protein,9,False,False,,,False,,
soybean protein hydrolysates,1,False,False,,,False,,
soybean protein isolate (SPI) (protein isolate),5,False,False,,,False,,
soybean protein isolate from genotype SP-1,1,False,False,,,False,,
soybean protein isolate from genotype SP-11,1,False,False,,,False,,
soybean protein isolate from genotype SP-12,1,False,False,,,False,,
soybean protein isolate from genotype SP-14,1,False,False,,,False,,
soybean protein isolate from genotype SP-16,1,False,False,,,False,,
soybean protein isolate from genotype SP-17,1,False,False,,,False,,
soybean protein isolate from genotype SP-19,1,False,False,,,False,,
soybean protein isolate from genotype SP-2,1,False,False,,,False,,
soybean protein isolate from genotype SP-20,1,False,False,,,False,,
soybean protein isolate from genotype SP-3,1,False,False,,,False,,
soybean protein isolate from genotype SP-6,1,False,False,,,False,,
soybean protein isolate from genotype SP-8,1,False,False,,,False,,
soybean protein isolate from genotype SP-9,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-1,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-10,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-11,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-12,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-13,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-14,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-15,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-16,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-17,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-18,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-19,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-2,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-20,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-3,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-4,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-5,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-6,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-7,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-8,1,False,False,,,False,,
soybean protein isolate gel from genotype SP-9,1,False,False,,,False,,
soybean protein isolates with elevated antiparallel β-sheet content,1,False,False,,,False,,
soybean protein isolates with higher fractions of unordered structures,1,False,False,,,False,,
soybean protein isolates with intermediate enthalpy values,1,False,False,,,False,,
soybean samples,1,False,False,,,False,,
soybean seed protein concentrate,8,False,False,,,False,,
spray-dried peanut protein concentrate from fermented peanut flour,6,False,False,,,False,,
spray-dried quinoa protein,1,False,False,,,False,,
stable pea protein isolate/sodium caseinate dispersions,1,False,False,,,False,,
steam injection heating extraction,4,False,False,,,False,,
succinylated bambarra groundnut protein concentrate,2,False,False,,,False,,
succinylated chickpea protein,4,False,False,,,False,,
sucrose,8,False,False,,,False,,
sugars,14,False,False,,,False,,
sunflower protein,3,False,False,,,False,,
sunflower protein isolate,22,False,False,,,False,,
sunflower seed protein concentrate,20,False,False,,,False,,
sunflower seed protein meal,15,False,False,,,False,,
"sunflower, olive and peanut oils",4,False,False,,,False,,
"sunflower, olive, rapeseed, peanut and walnut oils",3,False,False,,,False,,
supernatant protein powder from coconut milk cake,3,False,False,,,False,,
supernatant protein powder from coconut oil cake,3,False,False,,,False,,
tamarind seed powder,2,False,False,,,False,,
total cowpea protein,4,False,False,,,False,,
total sesame protein isolate,1,False,False,,,False,,
transglutaminase-induced gelation,1,False,False,,,False,,
unmodified pea protein,2,False,False,,,False,,
untreated chickpea protein isolate,1,False,False,,,False,,
untreated tamarind seed protein isolate,2,False,False,,,False,,
urea solution,1,False,False,,,False,,
vacuum oven drying,2,False,False,,,False,,
vacuum-dried gingerbread plum seed protein isolate,1,False,False,,,False,,
vacuum-dried quinoa protein,8,False,False,,,False,,
vegetable proteins,1,False,False,,,False,,
vicilin proportion,3,False,False,,,False,,
walnut full fat seed flour,1,False,False,,,False,,
walnut glutelin,1,False,False,,,False,,
walnut oil,2,False,False,,,False,,
walnut polyphenols,29,False,False,,,False,,
walnut protein concentrate,14,False,False,,,False,,
walnut protein isolate,10,False,False,,,False,,
walnut protein isolate glutelin,1,False,False,,,False,,
wampee seed protein,14,False,False,,,False,,
water-soluble protein,1,False,False,,,False,,
wet-fractionated chickpea protein isolate,6,False,False,,,False,,
wet-fractionated mung bean protein isolate,1,False,False,,,False,,
wet-fractionated protein ingredients,1,False,False,,,False,,
wet-fractionated proteins,6,False,False,,,False,,
wet-fractionated pulse proteins,1,False,False,,,False,,
wet-fractionated soy protein concentrate,6,False,False,,,False,,
wheat bran protein mixture,5,False,False,,,False,,
wheat full fat seed flour,1,False,False,,,False,,
wheat germ powder,6,False,False,,,False,,
wheat germ protein isolate,10,False,False,,,False,,
wheat gluten,11,False,False,,,False,,
wheat protein,3,False,False,,,False,,
"wheat, oat, pea, and fava bean protein powders",1,False,False,,,False,,
white bean protein concentrate,24,False,False,,,False,,
white bean protein isolate,9,False,False,,,False,,
white common bean flour,1,False,False,,,False,,
white common bean protein isolate,9,False,False,,,False,,
white common bean protein isolate dispersions,1,False,False,,,False,,
white common bean protein isolate-guar gum dispersion,1,False,False,,,False,,
white common bean proteins,3,False,False,,,False,,
white sorghum flour protein isolate,2,False,False,,,False,,
white sorghum flour proteins,1,False,False,,,False,,
whole egg powder,2,False,False,,,False,,
whole maize grain,2,False,False,,,False,,
xanthan,4,False,False,,,False,,
yeast protein,5,False,False,,,False,,
yellow pea,1,False,False,,,False,,
yellow pea flour,1,False,False,,,False,,
zein,1,False,False,,,False,,
α subunit deficiency,1,False,False,,,False,,
α- and α′-subunit-lacking soy protein isolate,2,False,False,,,False,,
α-lacking soy protein isolate gel,4,False,False,,,False,,
α′ subunit deficiency,11,False,False,,,False,,
α′-lacking soy protein isolate gel,19,False,False,,,False,,
