name,occurrence_count,type_conflict,near_tie,type_conflict_detail,resolution_source,llm_resolved,llm_confidence,llm_rationale
"uniform, dense, and ordered continuous network structure",1,False,False,,,False,,
unordered structure content,2,False,False,,,False,,
unordered structure proportion,1,False,False,,,False,,
vicilin and edestin band saturation,1,False,False,,,False,,
void pore size,1,False,False,,,False,,
wavelength of maximum fluorescence intensity,2,False,False,,,False,,
weak differential scanning calorimetry endothermic response,1,False,False,,,False,,
wider molecular weight distribution,1,False,False,,,False,,
wrinkled and folded morphology,1,False,False,,,False,,
x-ray diffraction peak intensity,2,False,False,,,False,,
yield of >50 kDa protein aggregates,2,False,False,,,False,,
α-helix structure,1,False,False,,,False,,
α-helix/random-coil content,1,False,False,,,False,,
β-conglycinin band intensity,1,False,False,,,False,,
β-corner and irregular coil structure,1,False,False,,,False,,
β-fold structure content,2,False,False,,,False,,
β-sheet,3,False,False,,,False,,
β-sheet and α-helix structures,1,False,False,,,False,,
β-sheet component,2,False,False,,,False,,
β-sheet content,13,False,False,,,False,,
β-sheet structure,1,False,False,,,False,,
β-turn,2,False,False,,,False,,
β-turn and irregular coil content,4,False,False,,,False,,
β-turn and random-coil content,2,False,False,,,False,,
β-turn content,8,False,False,,,False,,
β-turn secondary structure proportion,2,False,False,,,False,,
"β-turn secondary structure proportion, solubility, and hydrophobicity",1,False,False,,,False,,
β-turn structures,1,False,False,,,False,,
